default_form	name	form	type1	type2	ability1	ability2	abilityh	base stat total	hp	attack	defense	special attack	special defense	speed	group1	group2	catch_rate	egg_cycles	base_happiness	category	percentage_male	exp_group	height_m	weight_kg	name_romaji	name_katakana	natdex	is_legendary	is_mythical	is_ub	generation	subgeneration
y	Corsola		Water	Rock	Hustle	Natural Cure	Regenerator	410	65	55	95	65	95	35	Water1	Water3	60	20	70	Coral	0.25	Fast	0.6	5	Sunnygo	サニーゴ	222	FALSE	FALSE	FALSE	2	
	Corsola	Galar	Ghost		Weak Armor	Weak Armor	Cursed Body	410	60	55	100	65	100	30	Water1	Water3	60	20	70	Coral	0.25	Fast	0.6	5	Sunnygo	サニーゴ	222	FALSE	FALSE	FALSE	8	
y	Remoraid		Water		Hustle	Sniper	Moody	300	35	65	35	65	35	65	Water1	Water2	190	20	70	Jet	0.5	Medium Fast	0.6	12	Teppouo	テッポウオ	223	FALSE	FALSE	FALSE	2	
y	Octillery		Water		Suction Cups	Sniper	Moody	480	75	105	75	105	75	45	Water1	Water2	75	20	70	Jet	0.5	Medium Fast	0.9	28.5	Okutank	オクタン	224	FALSE	FALSE	FALSE	2	
y	Delibird		Ice	Flying	Vital Spirit	Hustle	Insomnia	330	45	55	45	65	45	75	Water1	Field	45	20	70	Delivery	0.5	Fast	0.9	16	Delibird	デリバード	225	FALSE	FALSE	FALSE	2	
y	Mantine		Water	Flying	Swift Swim	Water Absorb	Water Veil	485	85	40	70	80	140	70	Water1		25	25	70	Kite	0.5	Slow	2.1	220	Mantain	マンタイン	226	FALSE	FALSE	FALSE	2	
y	Skarmory		Steel	Flying	Keen Eye	Sturdy	Weak Armor	465	65	80	140	40	70	70	Flying		25	25	70	Armor Bird	0.5	Slow	1.7	0.5.5	Airmd	エアームド	227	FALSE	FALSE	FALSE	2	
y	Houndour		Dark	Fire	Early Bird	Flash Fire	Unnerve	330	45	60	30	80	50	65	Field		120	20	35	Dark	0.5	Slow	0.6	10.8	Delvil	デルビル	228	FALSE	FALSE	FALSE	2	
y	Houndoom		Dark	Fire	Early Bird	Flash Fire	Unnerve	500	75	90	50	110	80	95	Field		45	20	35	Dark	0.5	Slow	1.4	35	Hellgar	ヘルガー	229	FALSE	FALSE	FALSE	2	
	Houndoom	Mega	Dark	Fire	Solar Power	Solar Power	Solar Power	600	75	90	90	140	90	115	Field		45	20	35	Dark	0.5	Slow	1.9	35	Hellgar	ヘルガー	229	FALSE	FALSE	FALSE	6	
y	Kingdra		Water	Dragon	Swift Swim	Sniper	Damp	540	75	95	95	95	95	85	Water1	Dragon	45	20	70	Dragon	0.5	Medium Fast	1.8	152	Kingdra	キングドラ	230	FALSE	FALSE	FALSE	2	
y	Phanpy		Ground		Pickup	Pickup	Sand Veil	330	90	60	60	40	40	40	Field		120	20	70	Long Nose	0.5	Medium Fast	0.5	33.5	Gomazou	ゴマゾウ	231	FALSE	FALSE	FALSE	2	
y	Donphan		Ground		Sturdy	Sturdy	Sand Veil	500	90	120	120	60	60	50	Field		60	20	70	Armor	0.5	Medium Fast	1.1	120	Donfan	ドンファン	232	FALSE	FALSE	FALSE	2	
y	Porygon2		Normal		Trace	Download	Analytic	515	85	80	90	105	95	60	Mineral		45	20	70	Virtual		Medium Fast	0.6	32.5	Porygon2	ポリゴン２	233	FALSE	FALSE	FALSE	2	
y	Stantler		Normal		Intimidate	Frisk	Sap Sipper	465	73	95	62	85	65	85	Field		45	20	70	Big Horn	0.5	Slow	1.4	71.2	Odoshishi	オドシシ	234	FALSE	FALSE	FALSE	2	
y	Smeargle		Normal		Own Tempo	Technician	Moody	250	55	20	35	20	45	75	Field		45	20	70	Painter	0.5	Fast	1.2	58	Doble	ドーブル	235	FALSE	FALSE	FALSE	2	
y	Tyrogue		Fighting		Guts	Steadfast	Vital Spirit	210	35	35	35	35	35	35	NoEggsDiscovered		75	25	70	Scuffle	1	Medium Fast	0.7	21	Balkie	バルキー	236	FALSE	FALSE	FALSE	2	
y	Hitmontop		Fighting		Intimidate	Technician	Steadfast	455	50	95	95	35	110	70	Human-Like		45	25	70	Handstand	1	Medium Fast	1.4	48	Kapoerer	カポエラー	237	FALSE	FALSE	FALSE	2	
y	Smoochum		Ice	Psychic	Oblivious	Forewarn	Hydration	305	45	30	15	85	65	65	NoEggsDiscovered		45	25	70	Kiss	0	Medium Fast	0.4	6	Muchul	ムチュール	238	FALSE	FALSE	FALSE	2	
y	Elekid		Electric		Static	Static	Vital Spirit	360	45	63	37	65	55	95	NoEggsDiscovered		45	25	70	Electric	0.75	Medium Fast	0.6	23.5	Elekid	エレキッド	239	FALSE	FALSE	FALSE	2	
y	Magby		Fire		Flame Body	Flame Body	Vital Spirit	365	45	75	37	70	55	83	NoEggsDiscovered		45	25	70	Live Coal	0.75	Medium Fast	0.7	21.4	Buby	ブビィ	240	FALSE	FALSE	FALSE	2	
y	Miltank		Normal		Thick Fat	Scrappy	Sap Sipper	490	95	80	105	40	70	100	Field		45	20	70	Milk Cow	0	Slow	1.2	75.5	Miltank	ミルタンク	241	FALSE	FALSE	FALSE	2	
y	Blissey		Normal		Natural Cure	Serene Grace	Healer	540	255	10	10	75	135	55	Fairy		30	40	140	Happiness	0	Fast	1.5	46.8	Happinas	ハピナス	242	FALSE	FALSE	FALSE	2	
y	Raikou		Electric		Pressure	Pressure	Inner Focus	580	90	85	75	115	100	115	NoEggsDiscovered		3	80	35	Thunder		Slow	1.9	178	Raikou	ライコウ	243	TRUE	FALSE	FALSE	2	
y	Entei		Fire		Pressure	Pressure	Inner Focus	580	115	115	85	90	75	100	NoEggsDiscovered		3	80	35	Volcano		Slow	2.1	198	Entei	エンテイ	244	TRUE	FALSE	FALSE	2	
y	Suicune		Water		Pressure	Pressure	Inner Focus	580	100	75	115	90	115	85	NoEggsDiscovered		3	80	35	Aurora		Slow	2	187	Suicune	スイクン	245	TRUE	FALSE	FALSE	2	
y	Larvitar		Rock	Ground	Guts	Guts	Sand Veil	300	50	64	50	45	50	41	Monster		45	40	35	Rock Skin	0.5	Slow	0.6	72	Yogiras	ヨーギラス	246	FALSE	FALSE	FALSE	2	
y	Pupitar		Rock	Ground	Shed Skin	Shed Skin	Shed Skin	410	70	84	70	65	70	51	Monster		45	40	35	Hard Shell	0.5	Slow	1.2	152	Sanagiras	サナギラス	247	FALSE	FALSE	FALSE	2	
y	Tyranitar		Rock	Dark	Sand Stream	Sand Stream	Unnerve	600	100	134	110	95	100	61	Monster		45	40	35	Armor	0.5	Slow	2	202	Bangiras	バンギラス	248	FALSE	FALSE	FALSE	2	
	Tyranitar	Mega	Rock	Dark	Sand Stream	Sand Stream	Sand Stream	700	100	164	150	95	120	71	Monster		45	40	35	Armor	0.5	Slow	2.5	202	Bangiras	バンギラス	248	FALSE	FALSE	FALSE	6	
y	Lugia		Psychic	Flying	Pressure	Pressure	Multiscale	680	106	90	130	90	154	110	NoEggsDiscovered		3	120	0	Diving		Slow	5.2	216	Lugia	ルギア	249	TRUE	FALSE	FALSE	2	
y	Ho-Oh		Fire	Flying	Pressure	Pressure	Regenerator	680	106	130	90	110	154	90	NoEggsDiscovered		3	120	0	Rainbow		Slow	3.8	199	Houou	ホウオウ	250	TRUE	FALSE	FALSE	2	
y	Celebi		Psychic	Grass	Natural Cure	Natural Cure	Natural Cure	600	100	100	100	100	100	100	NoEggsDiscovered		45	120	100	Time Travel		Medium Slow	0.6	5	Celebi	セレビィ	251	FALSE	TRUE	FALSE	2	
y	Treecko		Grass		Overgrow	Overgrow	Unburden	310	40	45	35	65	55	70	Monster	Dragon	45	20	70	Wood Gecko	0.875	Medium Slow	0.5	5	Kimori	キモリ	252	FALSE	FALSE	FALSE	3	
y	Grovyle		Grass		Overgrow	Overgrow	Unburden	405	50	65	45	85	65	95	Monster	Dragon	45	20	70	Wood Gecko	0.875	Medium Slow	0.9	21.6	Juptile	ジュプトル	253	FALSE	FALSE	FALSE	3	
y	Sceptile		Grass		Overgrow	Overgrow	Unburden	530	70	85	65	105	85	120	Monster	Dragon	45	20	70	Forest	0.875	Medium Slow	1.7	52.2	Jukain	ジュカイン	254	FALSE	FALSE	FALSE	3	
	Sceptile	Mega	Grass	Dragon	Lightning Rod	Lightning Rod	Lightning Rod	630	70	110	75	145	85	145	Monster	Dragon	45	20	70	Forest	0.875	Medium Slow	1.9	52.2	Jukain	ジュカイン	254	FALSE	FALSE	FALSE	6	oras
y	Torchic		Fire		Blaze	Blaze	Speed Boost	310	45	60	40	70	50	45	Field		45	20	70	Chick	0.875	Medium Slow	0.4	2.5	Achamo	アチャモ	255	FALSE	FALSE	FALSE	3	
y	Combusken		Fire	Fighting	Blaze	Blaze	Speed Boost	405	60	85	60	85	60	55	Field		45	20	70	Young Fowl	0.875	Medium Slow	0.9	19.5	Wakasyamo	ワカシャモ	256	FALSE	FALSE	FALSE	3	
y	Blaziken		Fire	Fighting	Blaze	Blaze	Speed Boost	530	80	120	70	110	70	80	Field		45	20	70	Blaze	0.875	Medium Slow	1.9	52	Bursyamo	バシャーモ	257	FALSE	FALSE	FALSE	3	
	Blaziken	Mega	Fire	Fighting	Speed Boost	Speed Boost	Speed Boost	630	80	160	80	130	80	100	Field		45	20	70	Blaze	0.875	Medium Slow	1.9	52	Bursyamo	バシャーモ	257	FALSE	FALSE	FALSE	6	
y	Mudkip		Water		Torrent	Torrent	Damp	310	50	70	50	50	50	40	Monster	Water1	45	20	70	Mud Fish	0.875	Medium Slow	0.4	7.6	Mizugorou	ミズゴロウ	258	FALSE	FALSE	FALSE	3	
y	Marshtomp		Water	Ground	Torrent	Torrent	Damp	405	70	85	70	60	70	50	Monster	Water1	45	20	70	Mud Fish	0.875	Medium Slow	0.7	28	Numacraw	ヌマクロー	259	FALSE	FALSE	FALSE	3	
y	Swampert		Water	Ground	Torrent	Torrent	Damp	535	100	110	90	85	90	60	Monster	Water1	45	20	70	Mud Fish	0.875	Medium Slow	1.5	81.9	Laglarge	ラグラージ	260	FALSE	FALSE	FALSE	3	
	Swampert	Mega	Water	Ground	Swift Swim	Swift Swim	Swift Swim	635	100	150	110	95	110	70	Monster	Water1	45	20	70	Mud Fish	0.875	Medium Slow	1.9	81.9	Laglarge	ラグラージ	260	FALSE	FALSE	FALSE	6	oras
y	Poochyena		Dark		Run Away	Quick Feet	Rattled	220	35	55	35	30	30	35	Field		255	15	70	Bite	0.5	Medium Fast	0.5	13.6	Pochiena	ポチエナ	261	FALSE	FALSE	FALSE	3	
y	Mightyena		Dark		Intimidate	Quick Feet	Moxie	420	70	90	70	60	60	70	Field		127	15	70	Bite	0.5	Medium Fast	1	37	Graena	グラエナ	262	FALSE	FALSE	FALSE	3	
y	Zigzagoon		Normal		Pickup	Gluttony	Quick Feet	240	38	30	41	30	41	60	Field		255	15	70	Tiny Racoon	0.5	Medium Fast	0.4	17.5	Jiguzaguma	ジグザグマ	263	FALSE	FALSE	FALSE	3	
	Zigzagoon	Galar	Normal	Dark	Pickup	Gluttony	Quick Feet	240	38	30	41	30	41	60	Field		255	15	70	Tiny Racoon	0.5	Medium Fast	0.4	17.5	Jiguzaguma	ジグザグマ	263	FALSE	FALSE	FALSE	8	
y	Linoone		Normal		Pickup	Gluttony	Quick Feet	420	78	70	61	50	61	100	Field		90	15	70	Rush	0.5	Medium Fast	0.5	32.5	Massuguma	マッスグマ	264	FALSE	FALSE	FALSE	3	
	Linoone	Galar	Normal	Dark	Pickup	Gluttony	Quick Feet	420	78	70	61	50	61	100	Field		90	15	70	Rush	0.5	Medium Fast	0.5	32.5	Massuguma	マッスグマ	264	FALSE	FALSE	FALSE	8	
y	Wurmple		Bug		Shield Dust	Shield Dust	Run Away	195	45	45	35	20	30	20	Bug		255	15	70	Worm	0.5	Medium Fast	0.3	3.6	Kemusso	ケムッソ	265	FALSE	FALSE	FALSE	3	
y	Silcoon		Bug		Shed Skin	Shed Skin	Shed Skin	205	50	35	55	25	25	15	Bug		120	15	70	Cocoon	0.5	Medium Fast	0.6	10	Karasalis	カラサリス	266	FALSE	FALSE	FALSE	3	
y	Beautifly		Bug	Flying	Swarm	Swarm	Rivalry	395	60	70	50	100	50	65	Bug		45	15	70	Butterfly	0.5	Medium Fast	1	28.4	Agehunt	アゲハント	267	FALSE	FALSE	FALSE	3	
y	Cascoon		Bug		Shed Skin	Shed Skin	Shed Skin	205	50	35	55	25	25	15	Bug		120	15	70	Cocoon	0.5	Medium Fast	0.7	11.5	Mayuld	マユルド	268	FALSE	FALSE	FALSE	3	
y	Dustox		Bug	Poison	Shield Dust	Shield Dust	Compound Eyes	385	60	50	70	50	90	65	Bug		45	15	70	Poison Moth	0.5	Medium Fast	1.2	31.6	Dokucale	ドクケイル	269	FALSE	FALSE	FALSE	3	
y	Lotad		Water	Grass	Swift Swim	Rain Dish	Own Tempo	220	40	30	30	40	50	30	Water1	Grass	255	15	70	Water Weed	0.5	Medium Slow	0.5	2.6	Hassboh	ハスボー	270	FALSE	FALSE	FALSE	3	
y	Lombre		Water	Grass	Swift Swim	Rain Dish	Own Tempo	340	60	50	50	60	70	50	Water1	Grass	120	15	70	Jolly	0.5	Medium Slow	1.2	32.5	Hasubrero	ハスブレロ	271	FALSE	FALSE	FALSE	3	
y	Ludicolo		Water	Grass	Swift Swim	Rain Dish	Own Tempo	480	80	70	70	90	100	70	Water1	Grass	45	15	70	Carefree	0.5	Medium Slow	1.5	55	Runpappa	ルンパッパ	272	FALSE	FALSE	FALSE	3	
y	Seedot		Grass		Chlorophyll	Early Bird	Pickpocket	220	40	40	50	30	30	30	Field	Grass	255	15	70	Acorn	0.5	Medium Slow	0.5	4	Taneboh	タネボー	273	FALSE	FALSE	FALSE	3	
y	Nuzleaf		Grass	Dark	Chlorophyll	Early Bird	Pickpocket	340	70	70	40	60	40	60	Field	Grass	120	15	70	Wily	0.5	Medium Slow	1	28	Konohana	コノハナ	274	FALSE	FALSE	FALSE	3	
y	Shiftry		Grass	Dark	Chlorophyll	Early Bird	Pickpocket	480	90	100	60	90	60	80	Field	Grass	45	15	70	Wickid	0.5	Medium Slow	1.3	59.6	Dirteng	ダーテング	275	FALSE	FALSE	FALSE	3	
y	Taillow		Normal	Flying	Guts	Guts	Scrappy	270	40	55	30	30	30	85	Flying		200	15	70	TinySwallow	0.5	Medium Slow	0.3	2.3	Subame	スバメ	276	FALSE	FALSE	FALSE	3	
y	Swellow		Normal	Flying	Guts	Guts	Scrappy	455	60	85	60	75	50	125	Flying		45	15	70	Swallow	0.5	Medium Slow	0.7	19.8	Ohsubame	オオスバメ	277	FALSE	FALSE	FALSE	3	
y	Wingull		Water	Flying	Keen Eye	Hydration	Rain Dish	270	40	30	30	55	30	85	Water1	Flying	190	20	70	Seagull	0.5	Medium Fast	0.6	9.5	Camome	キャモメ	278	FALSE	FALSE	FALSE	3	
y	Pelipper		Water	Flying	Keen Eye	Drizzle	Rain Dish	440	60	50	100	95	70	65	Water1	Flying	45	20	70	Water Bird	0.5	Medium Fast	1.2	28	Pelipper	ペリッパー	279	FALSE	FALSE	FALSE	3	
y	Ralts		Psychic	Fairy	Synchronize	Trace	Telepathy	198	28	25	25	45	35	40	Human-Like	Amorphous	235	20	35	Feeling	0.5	Slow	0.4	6.6	Ralts	ラルトス	280	FALSE	FALSE	FALSE	3	
y	Kirlia		Psychic	Fairy	Synchronize	Trace	Telepathy	278	38	35	35	65	55	50	Human-Like	Amorphous	120	20	35	Emotion	0.5	Slow	0.8	20.2	Kirlia	キルリア	281	FALSE	FALSE	FALSE	3	
y	Gardevoir		Psychic	Fairy	Synchronize	Trace	Telepathy	518	68	65	65	125	115	80	Human-Like	Amorphous	45	20	35	Embrace	0.5	Slow	1.6	48.4	Sirnight	サーナイト	282	FALSE	FALSE	FALSE	3	
	Gardevoir	Mega	Psychic	Fairy	Pixilate	Pixilate	Pixilate	618	68	85	65	165	135	100	Human-Like	Amorphous	45	20	35	Embrace	0.5	Slow	1.6	48.4	Sirnight	サーナイト	282	FALSE	FALSE	FALSE	6	
y	Surskit		Bug	Water	Swift Swim	Swift Swim	Rain Dish	269	40	30	32	50	52	65	Water1	Bug	200	15	70	Pond Skater	0.5	Medium Fast	0.5	1.7	Ametama	アメタマ	283	FALSE	FALSE	FALSE	3	
y	Masquerain		Bug	Flying	Intimidate	Intimidate	Unnerve	454	70	60	62	100	82	80	Water1	Bug	75	15	70	Eyeball	0.5	Medium Fast	0.8	3.6	Amemoth	アメモース	284	FALSE	FALSE	FALSE	3	
y	Shroomish		Grass		Effect Spore	Poison Heal	Quick Feet	295	60	40	60	40	60	35	Fairy	Grass	255	15	70	Mushroom	0.5	Fluctuating	0.4	4.5	Kinococo	キノココ	285	FALSE	FALSE	FALSE	3	
y	Breloom		Grass	Fighting	Effect Spore	Poison Heal	Technician	460	60	130	80	60	60	70	Fairy	Grass	90	15	70	Mushroom	0.5	Fluctuating	1.2	39.2	Kinogassa	キノガッサ	286	FALSE	FALSE	FALSE	3	
y	Slakoth		Normal		Truant	Truant	Truant	280	60	60	60	35	35	30	Field		255	15	70	Slacker	0.5	Slow	0.8	24	Namakero	ナマケロ	287	FALSE	FALSE	FALSE	3	
y	Vigoroth		Normal		Vital Spirit	Vital Spirit	Vital Spirit	440	80	80	80	55	55	90	Field		120	15	70	Wild Monkey	0.5	Slow	1.4	46.5	Yarukimono	ヤルキモノ	288	FALSE	FALSE	FALSE	3	
y	Slaking		Normal		Truant	Truant	Truant	670	150	160	100	95	65	100	Field		45	15	70	Lazy	0.5	Slow	2	130.5	Kekking	ケッキング	289	FALSE	FALSE	FALSE	3	
y	Nincada		Bug	Ground	Compound Eyes	Compound Eyes	Run Away	266	31	45	90	30	30	40	Bug		255	15	70	Trainee	0.5	Erratic	0.5	5.5	Tutinin	ツチニン	290	FALSE	FALSE	FALSE	3	
y	Ninjask		Bug	Flying	Speed Boost	Speed Boost	Infiltrator	456	61	90	45	50	50	160	Bug		120	15	70	Ninja	0.5	Erratic	0.8	12	Tekkanin	テッカニン	291	FALSE	FALSE	FALSE	3	
y	Shedinja		Bug	Ghost	Wonder Guard	Wonder Guard	Wonder Guard	236	1	90	45	30	30	40	Mineral		45	15	70	Shed		Erratic	0.8	1.2	Nukenin	ヌケニン	292	FALSE	FALSE	FALSE	3	
y	Whismur		Normal		Soundproof	Soundproof	Rattled	240	64	51	23	51	23	28	Monster	Field	190	20	70	Whisper	0.5	Medium Slow	0.6	16.3	Gonyonyo	ゴニョニョ	293	FALSE	FALSE	FALSE	3	
y	Loudred		Normal		Soundproof	Soundproof	Scrappy	360	84	71	43	71	43	48	Monster	Field	120	20	70	Big Voice	0.5	Medium Slow	1	40.5	Dogohmb	ドゴーム	294	FALSE	FALSE	FALSE	3	
y	Exploud		Normal		Soundproof	Soundproof	Scrappy	490	104	91	63	91	73	68	Monster	Field	45	20	70	Loud Noise	0.5	Medium Slow	1.5	84	Bakuong	バクオング	295	FALSE	FALSE	FALSE	3	
y	Makuhita		Fighting		Thick Fat	Guts	Sheer Force	237	72	60	30	20	30	25	Human-Like		180	20	70	Guts	0.75	Fluctuating	1	86.4	Makunoshita	マクノシタ	296	FALSE	FALSE	FALSE	3	
y	Hariyama		Fighting		Thick Fat	Guts	Sheer Force	474	144	120	60	40	60	50	Human-Like		200	20	70	Arm Thrust	0.75	Fluctuating	2.3	253.8	Hariteyama	ハリテヤマ	297	FALSE	FALSE	FALSE	3	
y	Azurill		Normal	Fairy	Thick Fat	Huge Power	Sap Sipper	190	50	20	40	20	40	20	NoEggsDiscovered		150	10	70	Polka Dot	0.25	Fast	0.2	2	Ruriri	ルリリ	298	FALSE	FALSE	FALSE	3	
y	Nosepass		Rock		Sturdy	Magnet Pull	Sand Force	375	30	45	135	45	90	30	Mineral		255	20	70	Compass	0.5	Medium Fast	1	97	Nosepass	ノズパス	299	FALSE	FALSE	FALSE	3	
y	Skitty		Normal		Cute Charm	Normalize	Wonder Skin	260	50	45	45	35	35	50	Field	Fairy	255	15	70	Kitten	0.25	Fast	0.6	11	Eneco	エネコ	300	FALSE	FALSE	FALSE	3	
y	Delcatty		Normal		Cute Charm	Normalize	Wonder Skin	400	70	65	65	55	55	90	Field	Fairy	60	15	70	Prim	0.25	Fast	1.1	32.6	Enekororo	エネコロロ	301	FALSE	FALSE	FALSE	3	
y	Sableye		Dark	Ghost	Keen Eye	Stall	Prankstre	480	50	85	125	85	115	20	Human-Like		45	25	35	Darkness	0.5	Medium Slow	0.5	11	Yamirami	ヤミラミ	302	FALSE	FALSE	FALSE	3	
y	Mawile		Steel	Fairy	Hyper Cutter	Intimidate	Sheer Force	480	50	105	125	55	95	50	Field	Fairy	45	20	70	Deceiver	0.5	Fast	0.6	11.5	Kucheat	クチート	303	FALSE	FALSE	FALSE	3	
y	Aron		Steel	Rock	Sturdy	Rock Head	Heavy Metal	330	50	70	100	40	40	30	Monster		180	35	35	Iron Armor	0.5	Slow	0.4	60	Cogodora	ココドラ	304	FALSE	FALSE	FALSE	3	
y	Lairon		Steel	Rock	Sturdy	Rock Head	Heavy Metal	430	60	90	140	50	50	40	Monster		90	35	35	Iron Armor	0.5	Slow	0.9	120	Godora	コドラ	305	FALSE	FALSE	FALSE	3	
y	Aggron		Steel	Rock	Sturdy	Rock Head	Heavy Metal	530	70	110	180	60	60	50	Monster		45	35	35	Iron Armor	0.5	Slow	2.1	360	Bosugodora	ボスゴドラ	306	FALSE	FALSE	FALSE	3	
	Aggron	Mega	Steel	Rock	Filter	Filter	Filter	630	70	140	230	60	80	50	Monster		45	35	35	Iron Armor	0.5	Slow	2.2	360	Bosugodora	ボスゴドラ	306	FALSE	FALSE	FALSE	6	
y	Meditite		Fighting	Psychic	Pure Power	Pure Power	Telepathy	280	30	40	55	40	55	60	Human-Like		180	20	70	Meditate	0.5	Medium Fast	0.6	11.2	Asanan	アサナン	307	FALSE	FALSE	FALSE	3	
y	Medicham		Fighting	Psychic	Pure Power	Pure Power	Telepathy	410	60	60	75	60	75	80	Human-Like		90	20	70	Meditate	0.5	Medium Fast	1.3	31.5	Charem	チャーレム	308	FALSE	FALSE	FALSE	3	
	Medicham	Mega	Fighting	Psychic	Pure Power	Pure Power	Pure Power	510	60	100	85	80	85	100	Human-Like		90	20	70	Meditate	0.5	Medium Fast	1.3	31.5	Charem	チャーレム	308	FALSE	FALSE	FALSE	6	
y	Electrike		Electric		Static	Lightning Rod	Minus	295	40	45	40	65	40	65	Field		120	20	70	Lightning	0.5	Slow	0.6	15.2	Rakurai	ラクライ	309	FALSE	FALSE	FALSE	3	
y	Manectric		Electric		Static	Lightning Rod	Minus	475	70	75	60	105	60	105	Field		45	20	70	Discharge	0.5	Slow	1.5	40.2	Livolt	ライボルト	310	FALSE	FALSE	FALSE	3	
	Manectric	Mega	Electric		Intimidate	Intimidate	Intimidate	575	70	75	80	135	80	135	Field		45	20	70	Discharge	0.5	Slow	1.8	40.2	Livolt	ライボルト	310	FALSE	FALSE	FALSE	6	
y	Plusle		Electric		Plus	Plus	Lightning Rod	405	60	50	40	85	75	95	Fairy		200	20	70	Cheering	0.5	Medium Fast	0.4	4.2	Plusle	プラスル	311	FALSE	FALSE	FALSE	3	
y	Minun		Electric		Minus	Minus	Volt Absorb	405	60	40	50	75	85	95	Fairy		200	20	70	Cheering	0.5	Medium Fast	0.4	4.2	Minun	マイナン	312	FALSE	FALSE	FALSE	3	
y	Volbeat		Bug		Illuminate	Swarm	Prankster	430	65	73	75	47	85	85	Bug	Human-Like	150	15	70	Firefly	1	Erratic	0.7	17.7	Barubeat	バルビート	313	FALSE	FALSE	FALSE	3	
y	Illumise		Bug		Oblivious	Tinted Lens	Prankster	430	65	47	75	73	85	85	Bug	Human-Like	150	15	70	Firefly	0	Fluctuating	0.6	17.7	Illumise	イルミーゼ	314	FALSE	FALSE	FALSE	3	
y	Roselia		Grass	Poison	Natural Cure	Poison Point	Leaf Guard	400	50	60	45	100	80	65	Fairy	Grass	150	20	70	Thorn	0.5	Medium Slow	0.3	2	Roselia	ロゼリア	315	FALSE	FALSE	FALSE	3	
y	Gulpin		Poison		Liquid Ooze	Sticky Hold	Gluttony	302	70	43	53	43	53	40	Amorphous		225	20	70	Stomach	0.5	Fluctuating	0.4	10.3	Gokulin	ゴクリン	316	FALSE	FALSE	FALSE	3	
y	Swalot		Poison		Liquid Ooze	Sticky Hold	Gluttony	467	100	73	83	73	83	55	Amorphous		75	20	70	Poison Bag	0.5	Fluctuating	1.7	80	Marunoom	マルノーム	317	FALSE	FALSE	FALSE	3	
y	Carvanha		Water	Dark	Rough Skin	Rough Skin	Speed Boost	305	45	90	20	65	20	65	Water2		225	20	35	Savage	0.5	Slow	0.8	20.8	Kibanha	キバニア	318	FALSE	FALSE	FALSE	3	
y	Sharpedo		Water	Dark	Rough Skin	Rough Skin	Speed Boost	460	70	120	40	95	40	95	Water2		60	20	35	Brutal	0.5	Slow	1.8	88.8	Samehader	サメハダー	319	FALSE	FALSE	FALSE	3	
	Sharpedo	Mega	Water	Dark	Strong Jaw	Strong Jaw	Strong Jaw	560	70	140	70	110	65	105	Water2		60	20	35	Brutal	0.5	Slow	2.5	88.8	Samehader	サメハダー	319	FALSE	FALSE	FALSE	6	oras
y	Wailmer		Water		Water Veil	Oblivious	Pressure	400	130	70	35	70	35	60	Field	Water2	125	40	70	Ball Whale	0.5	Fluctuating	2	130	Hoeruko	ホエルコ	320	FALSE	FALSE	FALSE	3	
y	Wailord		Water		Water Veil	Oblivious	Pressure	500	170	90	45	90	45	60	Field	Water2	60	40	70	Float Whale	0.5	Fluctuating	14.5	398	Whaloh	ホエルオー	321	FALSE	FALSE	FALSE	3	
y	Numel		Fire	Ground	Oblivious	Simple	Own Tempo	305	60	60	40	65	45	35	Field		255	20	70	Numb	0.5	Medium Fast	0.7	24	Donmel	ドンメル	322	FALSE	FALSE	FALSE	3	
y	Camerupt		Fire	Ground	Magma Armor	Solid Rock	Anger Point	460	70	100	70	105	75	40	Field		150	20	70	Eruption	0.5	Medium Fast	1.9	220	Bakuuda	バクーダ	323	FALSE	FALSE	FALSE	3	
	Camerupt	Mega	Fire	Ground	Sheer Force	Sheer Force	Sheer Force	560	70	120	100	145	105	20	Field		150	20	70	Eruption	0.5	Medium Fast	2.5	220	Bakuuda	バクーダ	323	FALSE	FALSE	FALSE	6	oras
y	Torkoal		Fire		White Smoke	Drought	Shell Armor	470	70	85	140	85	70	20	Field		90	20	70	Coal	0.5	Medium Fast	0.5	80.4	Cotoise	コータス	324	FALSE	FALSE	FALSE	3	
y	Spoink		Psychic		Thick Fat	Own Tempo	Gluttony	330	60	25	35	70	80	60	Field		255	20	70	Bounce	0.5	Fast	0.7	30.6	Baneboo	バネブー	325	FALSE	FALSE	FALSE	3	
y	Grumpig		Psychic		Thick Fat	Own Tempo	Gluttony	470	80	45	65	90	110	80	Field		60	20	70	Manipulate	0.5	Fast	0.9	71.5	Boopig	ブーピッグ	326	FALSE	FALSE	FALSE	3	
y	Spinda		Normal		Own Tempo	Tangled Feet	Contrary	360	60	60	60	60	60	60	Field	Human-Like	255	15	70	Spot Panda	0.5	Fast	1.1	5	Patcheel	パッチール	327	FALSE	FALSE	FALSE	3	
y	Trapinch		Ground		Hyper Cutter	Arena Trap	Sheer Force	290	45	100	45	45	45	10	Bug	Dragon	255	20	70	Ant Pit	0.5	Medium Slow	0.7	15	Nuckrar	ナックラー	328	FALSE	FALSE	FALSE	3	
y	Vibrava		Ground	Dragon	Levitate	Levitate	Levitate	340	50	70	50	50	50	70	Bug	Dragon	120	20	70	Vibration	0.5	Medium Slow	1.1	15.3	Vibrava	ビブラーバ	329	FALSE	FALSE	FALSE	3	
